"Reference","Title","Abstract"
"8. Front Immunol. 2019 Jun 4;10:1268. doi: 10.3389/fimmu.2019.01 268. eCollection 2019.","Thrombospondin-1/CD47 Interaction Regulates Th17 and Treg Differentiation in Psoriasis.","Accumulating evidence on the role of Thrombospondin-1 (TSP-1) in the immune response has emerged during the last years. In spite of the importance of TSP-1 not only as anti-angiogenic factor but also as an immunomodulatory molecule, studies on the role of TSP-1 in psoriasis have been neglected. TSP-1 and CD47 expression were analyzed in skin samples from psoriasis patients and control subjects using RT-PCR and immunofluorescence. Expression of these molecules was also evaluated in peripheral blood CD4+ T cells, moDCs, and circulating primary DCs. The functional role of TSP-1/CD47 signaling axis in psoriasis was assessed in Th17 and Treg differentiation assays. Additionally, small interfering RNA assays specific to TSP-1 were performed in CD4+ T cells and monocyte derived DC to specifically evaluate the function of this protein. Lesional skin of psoriasis patients expressed lower TSP-1 and CD47 mRNA levels compared to non-lesional skin or skin from controls. Immunofluorescence staining revealed decreased expression  of CD47 in CD45+ dermal cells from psoriasis samples compared to control subjects. Peripheral CD4+ T cells and circulating primary DCs from psoriasis also expressed lower levels of CD47 compared to controls. Although no significant differences were detected in TSP-1 expression in CD4+ T cells and moDCs between patients and controls, TSP-1 expression in psoriasis patients inversely correlated with disease activity evaluated by the Psoriasis Area and Index Activity. Furthermore, exogenous TSP-1 inhibited Th17 differentiation and stimulated the differentiation of CD4+ T cells toward Treg cells. Furthermore, RNA interference specific for TSP-1 confirmed the role of this molecule as a negative regulator of T cell activation. Because of the impact of TSP-1/CD47 signaling axis in Th17 and Treg differentiation, a dysregulated expression of these molecules in the immune cells from psoriasis patients may favor the exacerbated inflammatory response in this disease."

"9. J Dermatol Sci. 2019 Jun 8. pii: S0923-1811(19)30145-8. doi: 10.1016/j.jdermsci.2019.05.007. [Epub ahead of print]","Long-term Western diet intake leads to dysregulated bile acid signaling and dermatitis with Th2 and Th17 pathway features in mice.","BACKGROUND: Dietary interventions are implicated in the development of atopic dermatitis, psoriasis, and acne. OBJECTIVE: To investigate the effect of diet and the bile acid (BA) receptors, such as TGR5 (Takeda G protein receptor 5) and S1PR2 (sphingosine-1-phosphate receptor 2) in the development of dermatitis. METHODS: C57BL/6 mice were fed a control diet (CD) or Western diet (WD) since weaning until they were 10 months old followed by analyzing histology, gene expression, and BA profiling. RESULTS: Mice developed dermatitis as they aged and the incidence was higher in females than males. Additionally, WD intake substantially increased the incidence of dermatitis. Cutaneous antimicrobial peptide genesS100A8, S100A9, and Defb4 were reduced in WD-fed mice, but increased when mice developed skin lesions. In addition, Tgr5 and TGR5-regulated Dio2 and Nos3 were reduced in WD intake but induced in dermatitic lesions. Trpa1 and Trpv1, which mediate itch, were also increased in dermatitic lesions. The expression of S1pr2 and genes encoding sphingosine kinases, S1P phosphatases, binding protein, and transporter were all  reduced by WD intake but elevated in dermatitic lesions. Furthermore, dermatitis  development increased total cutaneous BA with an altered profile, which may change TGR5 and S1PR2 activity. Moreover, supplementation with BA sequestrant cholestyramine reduced epidermal thickening as well as cutaneous inflammatory cytokines. CONCLUSION: In summary, activation of TGR5 and S1PR2, which regulate itch, keratinocyte proliferation, metabolism, and inflammation, may contribute to WD-exacerbated dermatitis with Th2 and Th17 features. In addition, elevated total BA play a significant role in inducing dermatitis and cutaneous inflammation."

"10. Rheumatology (Oxford). 2019 Jun 17. pii: kez204. doi:10.1093/rheumatology/kez204. [Epub ahead of print]","Apremilast increases IL-10-producing regulatory B cells and decreases proinflammatory T cells and innate cells in psoriatic arthritis and psoriasis.","OBJECTIVES: Psoriatic arthritis (PsA) and psoriasis are immune-mediated inflammatory diseases sharing common immunological mechanisms. Regulatory B cells (Breg cells) producing IL-10 (B10 cells), a critical anti-inflammatory B-cell subset, were found to be decreased in both PsA and psoriasis. Apremilast, a phosphodiesterase-4(PDE4) inhibitor, increases IL-10 and therefore, we examined the effect of apremilast on Breg cells. METHODS: Fifty patients, including 20 with PsA and 30 with psoriasis, were included in the study. The effect of apremilast on Breg cells at 3, 6 and 12 months post-treatment, was examined by flow cytometry in ODN2006 (TLR9)-stimulated peripheral blood mononuclear cells and magnetically-isolated cells. Th1 cells, Th17 cells and NKT were also measured. RESULTS: Ex vivo stimulated cell analysis identified that post-apremilast (IL-10+CD19+) B10 cells were increased in all PsA and psoriasis patients and correlated with psoriatic skin and joint clinical improvement. Apremilast decreased IFNγ(+) T and NKT cells and IL-17(+)NKT cells. B10 cells also inversely correlated with Th1 cells, and IFNγ(+)NKT cells. CONCLUSION: These results suggest that Breg cells are a major target of apremilast in PsA and psoriasis and that apremilast-induced increase of Breg cells is associated with a decrease of Th1 cells, IFNγ-producing NKT cells and IL-17-producing NKT cells."

"11. J Invest Dermatol. 2019 Jun 14. pii: S0022-202X(19)31755-5. doi: 10.1016/j.jid.2019.05.016. [Epub ahead of print]","Guselkumab efficacy after withdrawal is associated with suppression of serum IL-23-regulated IL-17 and IL-22 in psoriasis: VOYAGE 2 study.","BACKGROUND: Guselkumab selectively inhibits interleukin (IL)-23 and in psoriasis, produces high clinical responses including durable maintenance following treatment withdrawal in some patients. The relationships between IL-23 blockade,  serum markers downstream of IL-23 signaling, and withdrawal were explored with guselkumab in VOYAGE 2. METHODS: At week 28, patients with ≥90% Psoriasis Area and Severity Index improvement from baseline (PASI 90) were re-randomized to withdrawal and received placebo (n=182), or maintenance therapy (n=193). The guselkumab withdrawal group  reinitiated guselkumab upon loss of ≥50% of week 28 PASI improvement or by week 72. Cytokines changes associated with psoriasis recurrence (serum IL-17A, IL-17F, IL-22, and IL-23) following withdrawal were evaluated. RESULTS: Efficacy in the guselkumab maintenance group was sustained through week  72, while efficacy diminished in the guselkumab withdrawal group (PASI 90: 86.0%  vs. 11.5%). After 20 weeks of retreatment, 80.4% of guselkumab withdrawal patients achieved PASI 90 responses versus baseline. Maintenance of response following withdrawal was associated with suppression of IL-17A, IL-17F and IL-22. Increases in cytokine levels had poor predictive power for psoriasis reoccurrence as these increases lagged behind increases in PASI scores CONCLUSION: Upon guselkumab withdrawal, most patients lost clinical response and regained responses with retreatment. Correlation of IL-23 signaling serum cytokines increased with disease recurrence, supporting the role of IL-23 in expansion and  maintenance of CD4+ Th17, Th22, and related CD8+ Tc cell subsets producing IL-17A, IL-17F, and IL-22."

"12. Br J Dermatol. 2019 Jun 7. doi: 10.1111/bjd.18214. [Epub ahead of print]","Chronic graft-versus-host disease and inhibition of interleukin-17: proof of concept in humans.","Psoriasiform chronic graft-versus-host disease (GvHD) is a rare clinical presentation recently described after allogeneic hematopoietic stem cell transplantation. It is characterized by the combination of clinical and pathological characteristics of psoriasis together with pathological features of  chronic GvHD. As described for psoriasis, psoriasiform cGvHD is characterized by  the infiltration of Th17 CD8+ T cells producing both interferon gamma and interleukin 17 (IL-17). However, no data are available about the efficacy of an IL-17 blockade in the treatment of psoriasiform cGvHD. This article is protected  by copyright. All rights reserved."

"13. Sci Immunol. 2019 Jun 7;4(36). pii: eaau9657. doi: 10.1126/sciimmunol.aau9657.","Interleukin-17 receptor D constitutes an alternative receptor for interleukin-17A important in psoriasis-like skin inflammation.","T helper 17 (TH17) cells and interleukin-17A (IL-17A) produced by them are critical in autoinflammatory diseases, such as psoriasis. IL-17A has been shown to signal through IL-17 receptor A/IL-17 receptor C (IL-17RA/IL-17RC) complex to  drive inflammatory responses. However, in a psoriasis model, we found that Il17rc deficiency did not completely ameliorate the disease, suggesting another receptor. In search for another IL-17A-interacting receptor, we found that IL-17RD directly bound IL-17A but not IL-17F or IL-17A/F heterodimer and formed a heterodimer with IL-17RA. IL-17A-, but not IL-17F- or IL-17A/F-, mediated gene expression was defective in Il17rd-deficient keratinocytes. Il17rd deficiency in  nonhemopoietic cells attenuated imiquimod-induced psoriasis-like skin inflammation. Although IL-17RC and IL-17RD differentially activated IL-17A-dependent signaling and gene expression, their compound mutation led to complete deficits in keratinocytes. IL-23 was found induced by IL-17A in keratinocytes, dependent on both IL-17RC and IL-17RD, suggesting feed-forward regulation of IL-23/IL-17 axis in psoriasis. Together, IL-17RD constitutes a second functional receptor for IL-17A and, together with IL-17RC, mediates the proinflammatory gene expression downstream of IL-17A."

"14. J Rheumatol Suppl. 2019 Jun;95:46-50. doi: 10.3899/jrheum.190119.","The Genetics of Psoriasis and Psoriatic Arthritis.","Psoriatic arthritis (PsA) is an inflammatory arthritis that manifests in 20-30% of patients diagnosed with psoriasis. Epidemiologic studies suggest a substantial genetic contribution to PsA. There is a strong need for genome-wide association studies on patients with PsA, including PsA-weighted or specific variants, and a  need for a better understanding of the relevance of HLA alleles in disease expression. Interferon signaling and the nuclear factor-κB cascade are involved in PsA, and there are genetic differences between purely cutaneous psoriasis (PsC) and PsA. Psoriasis susceptibility genes for which putative functional coding variants in TYK2 and TRAF3IP2 are strongly associated with PsC and PsA, and neutrophil extracellular traps promote Th17 induction in an Act1 D10N-dependent fashion. Genomics and serological factors may also predict treatment response in tumor necrosis factor inhibitors (TNFi) in PsA, and genetics may play a role in treatment response to TNFi. Collaborations through the Group for Research and Assessment of Psoriasis and Psoriatic Arthritis (GRAPPA) are essential to increase study population size, which will enhance the  ability to detect the genetic variants that create a predisposition to psoriatic  disease and to predict response to biological therapy."

"15. J Dermatol Sci. 2019 Jun;94(3):314-320. doi: 10.1016/j.jdermsci.2019.05.003. Epub 2019 May 21.","Current understanding of the role of dietary lipids in the pathophysiology of psoriasis.","Dietary lipids are fundamental nutrients for human health. They are typically composed of various long-chain fatty acids which include saturated fatty acids (SFAs) and unsaturated fatty acids (UFAs). UFAs are further classified into several groups, such as omega-3 polyunsaturated fatty acids (PUFAs) and omega-6 PUFAs, depending on their chemical structure. Epidemiological studies have suggested the involvement of dietary lipids in the progression or regulation of psoriasis, a common chronic inflammatory skin disease induced via the IL-23/IL-17 axis. Although the underlying mechanisms by which dietary lipids regulate psoriasis have remained unclear, with the advancement of experimental techniques  and the development of psoriasis mouse models, various possible mechanisms have been proposed. For example, SFAs may facilitate psoriatic dermatitis by causing activation of the inflammasome in keratinocytes and macrophages or by inducing IL-17-producing cells, such as Th17 and IL-17-producing γδ T cells in the skin, while omega-3 PUFAs may play inhibitory roles by suppressing Th17 differentiation. In this review, we summarize current data on the roles of dietary lipids in the development of psoriasis as revealed by mouse studies, and  we discuss potential therapeutic strategies for psoriasis from the perspective of dietary lipids."

"16. J Dermatolog Treat. 2019 Jun 9:1-3. doi: 10.1080/09546634.2019.1624683. [Epub ahead of print]","Rosacea associated with dupilumab therapy.","Background: Dupilumab is used for treatment of atopic dermatitis through blockade of IL-4 and IL-13 signaling of the Th2 pathway. Recent case reports have described alopecia, psoriasis, persistent facial dermatitis, and recall dermatitis at patch test sites after the initiation of dupilumab therapy. Case report: We describe the case of a 67-year-old female with atopic dermatitis who developed recurrent episodic flares of rosacea temporally associated with dupilumab injections that resolved after dupilumab discontinuation. Conclusion: The cause of rosacea-like reaction associated with dupilumab treatment is unknown. Th2 pathway inhibition by dupilumab may promote Demodex proliferation and increased IL-17-mediated inflammation implicated in the pathophysiology of rosacea. Abbreviations: atopic dermatitis: AD; interleukin: IL; persistent facial dermatitis: PFD; T-helper cell type 1: Th1; T-helper cell type 2: Th2; T-helper cell type 17: Th17; tumor necrosis factor-∝: TNF-∝."

"17. Int Immunopharmacol. 2019 Aug;73:343-352. doi: 10.1016/j.intimp.2019.05.030. Epub 2019 May 23.","Betulinic acid suppresses Th17 response and ameliorates psoriasis-like murine skin inflammation.","Psoriasis is a common inflammatory skin disease. Current treatment for psoriasis  relies on conventional immunosuppressive agents. However, long-term treatment with global immunosuppression may cause various side effects. Thus, it is compelling to seek alternative drugs for treating psoriasis with potentially less side effects. Betulinic acid (BA) is a naturally occurring pentacyclic triterpene, an ingredient that originally exists in natural plants and lacks systemic toxicity. BA can regulate immunity with anti-fibrotic, anti-inflammatory and antioxidant properties. However, it's unknown whether BA has a therapeutic effect on psoriasis. The objectives of this study were to investigate whether BA  attenuates psoriatic skin inflammation and to identify its mechanisms of action.  A murine model of imiquimod-induced psoriasis was utilized to evaluate skin lesion while flow cytometry, immunohistochemistry, quantitative RT-PCR and Western blotting analyses were performed for immunoassays. We found that BA treatment alleviated psoriatic symptoms and inflammatory skin lesion. BA lowered  the PASI scores, decreased epidermal thickness and reduced T cell infiltration in the skin lesion. Moreover, BA reduced the frequency of IL-17A-expressing CD4+ and γδ T cells in psoriatic mice, but did not alter CD4+FoxP3+ Treg frequency. BA also reduced IL-17A production but increased anti-inflammatory cytokine IL-10 level in serum of the psoriatic mice. Furthermore, BA inhibited gene expression of pro-inflammatory mediators in skin lesions, including RORγt, IL-17A, IL-6 and  TNFα. Importantly, it suppressed NFκB signaling in the skin lesion. Finally, BA inhibited T cell proliferation and IL-17A production by CD4+ T-Cells in vitro. Thus, BA attenuates psoriasis and inhibits Th17 development."

"18. J Cell Mol Med. 2019 Jul;23(7):4819-4828. doi: 10.1111/jcmm.14392. Epub 2019 May  21.","Transient receptor potential ankyrin 1 (TRPA1) positively regulates imiquimod-induced, psoriasiform dermal inflammation in mice.","Transient receptor potential ankyrin 1 (TRPA1), a membrane protein ion channel, is known to mediate itch and pain in skin. The function of TRPA1, however, in psoriasiform dermatitis (PsD) is uncertain. Herein, we found that expression of TRPA1 is highly up-regulated in human psoriatic lesional skin. To study the role  of TRPA1 in PsD, we assessed Psoriasis Severity Index (PSI) scores, transepidermal water loss (TEWL), skin thickness and pathology, and examined dermal inflammatory infiltrates, Th17-related genes and itch-related genes in c57BL/6 as wild-type (WT) and TRPA1 gene knockout (KO) mice following daily application of topical IMQ cream for 5 days. Compared with WT mice, clinical scores, skin thickness change and TEWL scores were similar on day 3, but were significantly decreased on day 5 in IMQ-treated TRPA1 KO mice (vs WT mice), suggesting reduced inflammation and skin barrier defects. Additionally, the relative area of epidermal Munro's microabscesses and mRNA levels of neutrophil inducible chemokines (S100A8, S100A9 and CXCL1) were decreased in the treated skin of TRPA1 KO mice, suggesting that neutrophil recruitment was impaired in the KO mice. Furthermore, mast cells, CD31+ blood vascular cells, CD45+ leukocytes and CD3+ T cells were all reduced in the treated skin of TRPA1 KO mice. Lastly, mRNA expression levels of IL-1β, IL-6, IL-23, IL-17A, IL-17F and IL-22 were decreased in TRPA1 KO mice. In summary, these results suggest a key role for TRPA1 in psoriasiform inflammation and raising its potential as a target for therapeutic intervention."

"19. Sci Rep. 2019 May 17;9(1):7526. doi: 10.1038/s41598-019-43899-9.","Th1, Th17, and Treg Responses are Differently Modulated by TNF-α Inhibitors and Methotrexate in Psoriasis Patients.","Psoriasis is a chronic, recurrent, immune-mediated, hyperproliferative inflammatory skin disease. The role of the adaptive immune system, particularly of Th1 and Th17 lymphocytes, has been regarded as prominent in the immunopathogenesis of psoriasis, as well as decreased Tregs function. Immunobiological drugs were administered in therapeutic pulses and a few studies  evaluate their effects on the immune repertoire. The aim of this study was to evaluate the adaptive immune profile of patients with severe psoriasis under immunobiological treatment in two time points. Thirty-two psoriasis patients and  10 control patients were evaluated. In the group of psoriasis patients, 10 patients were on anti-TNF and 14 patients on methotrexate treatment, while 8 individuals were not treated. IL-17, IFN-γ, TNF-α, IL-6, IL-2, and IL-10 were analyzed. CD4 T cell intracellular cytokines were analyzed. It was observed that  stimulation could significantly increase the production of IL-17, IFN-γ, TNF-α, and IL-10 only before anti-TNF pulse therapy. The activation of Th1 and Treg cells after stimulation was significantly higher before anti-TNF pulse. Patients  on methotrexate or anti-TNF therapy produced significantly lower levels of TNF-α, IL-10, and IL-6. Furthermore, these patients showed a significant decrease in the activated CD4+ T cells. The treatment with immunomodulator or methotrexate modulates the activation of CD4+ T cells, and anti-TNF treatment appears to have  a modulating effect on the activation and production of Th1, Th17, and Treg cells."

"20. Case Rep Dermatol. 2019 Mar 28;11(1):82-85. doi: 10.1159/000499030. eCollection 2019 Jan-Apr.","Alopecia Diffusa while Using Interleukin-17 Inhibitors against Psoriasis Vulgaris.","We report two cases of alopecia diffusa during the treatment of psoriasis vulgaris with interleukin (IL)-17 inhibitors. Psoriasis is one of the most common immune-mediated chronic skin diseases, strongly associated with IL-17A. Clinically, the monoclonal antibodies to IL-17A or its receptor, IL-17R, show a dramatic effect against psoriasis. Alopecia is also an IL-17-mediated autoimmune  disease, and IL-17 inhibitors have been expected to be the gold standard for the  treatment of alopecia; therefore, the complication of alopecia while using IL-17  may be regarded as an unexpected paradoxical reaction. T helper (Th)17 cells are not cytotoxic enough by themselves to undermine the hair follicle under normal circumstances, they need the coexistence of CD8+ cytotoxic Th1 cells. Th17 cells may be the initiator of the damage of the hair follicle, but CD8 T cells or more powerful Th1 cells are required as followers. The Th17/Th1 axis might convert into a Th1-dominant immune status using IL-17 inhibitors, and the destruction of the hair follicle might result in alopecia. An accumulation of cases is to be expected."

"21. Curr Pharm Des. 2019;25(1):25-31. doi: 10.2174/1381612825666190313140811.","Interleukin-23 Blockers: Born to be First-line Biologic Agents in Inflammatory Bowel Disease?","Over the past decades, the advent of anti-TNF agents has dramatically changed the treatment algorithms for IBD. However, primarily and more importantly, secondary  loss of response to anti-TNF agents, is often observed. Thus, new treatment options have been actively explored and some have already been incorporated in the current clinical practice. Among the class of anti-cytokine agents, the anti-IL12/IL23 monoclonal antibodies (mAbs) have been first presented, in clinical practice, by the anti-p40 mAb ustekinumab in Crohn's disease (CD). More  selective anti-IL23 agents (anti-p19) have shown efficacy and are being further developed, in contrast to agents inhibiting IL-17 downstream, which have failed in IBD clinical trials despite their clear efficacy in psoriasis."

"22. Dermatol Ther. 2019 May 9:e12954. doi: 10.1111/dth.12954. [Epub ahead of print]","Nummular dermatitis on guselkumab for palmoplantar psoriasis.","A 40-year-old man with chronic history of refractory palmoplantar psoriasis presented with new onset of well-demarcated oval erythematous asteatotic plaques  on bilateral shins after starting guselkumab therapy. Histopathology revealed chronic spongiotic dermatitis consistent with a diagnosis of nummular dermatitis. This case highlights a previously unreported adverse event to guselkumab therapy."

